po_id,supplier_id,sku_id,ordered_qty,unit_cost,status,order_date,expected_date,actual_date,created_at
996,11,163,190,106.24,received,2023-11-26,2023-11-28,2023-11-26,2023-11-26
997,14,42,480,55.37,received,2023-09-09,2023-09-19,2023-09-20,2023-09-09
998,6,368,472,61.01,received,2023-08-05,2023-08-08,2023-08-06,2023-08-05
999,3,358,265,99.84,received,2023-05-14,2023-06-07,2023-06-07,2023-05-14
1000,10,374,405,103.3,received,2023-10-08,2023-10-17,2023-10-18,2023-10-08
1001,1,391,372,36.84,received,2023-01-27,2023-01-29,2023-01-28,2023-01-27
1002,8,406,152,49.96,received,2023-11-25,2023-12-21,2023-12-22,2023-11-25
1003,11,157,130,18.16,received,2023-06-10,2023-06-12,2023-06-10,2023-06-10
1004,4,265,455,31.15,received,2023-11-29,2023-12-07,2023-12-08,2023-11-29
1005,6,232,183,106.38,received,2023-09-02,2023-09-05,2023-09-04,2023-09-02
1006,3,352,151,65.03,received,2023-10-31,2023-11-24,2023-11-24,2023-10-31
1007,2,213,477,37.8,received,2023-07-08,2023-07-13,2023-07-14,2023-07-08
1008,15,293,335,65.69,received,2023-04-25,2023-05-02,2023-04-30,2023-04-25
1009,11,314,286,30.65,received,2023-11-17,2023-11-19,2023-11-17,2023-11-17
1010,4,135,255,69.63,received,2023-12-26,2024-01-03,2024-01-01,2023-12-26
1011,10,220,238,175.26,received,2023-11-04,2023-11-13,2023-11-11,2023-11-04
1012,3,485,445,49.98,received,2023-10-18,2023-11-11,2023-11-12,2023-10-18
1013,15,476,110,40.79,received,2023-08-21,2023-08-28,2023-08-29,2023-08-21
1014,4,366,197,11.06,received,2023-04-15,2023-04-23,2023-04-23,2023-04-15
1015,12,254,357,51.37,received,2023-07-15,2023-07-19,2023-07-18,2023-07-15
1016,4,422,264,37.61,received,2023-05-25,2023-06-02,2023-06-01,2023-05-25
1017,3,210,170,107.29,received,2023-03-16,2023-04-09,2023-04-09,2023-03-16
1018,10,231,93,97.56,received,2023-05-08,2023-05-17,2023-05-18,2023-05-08
1019,1,241,401,45.45,received,2023-03-10,2023-03-12,2023-03-13,2023-03-10
1020,4,366,87,11.06,received,2023-07-16,2023-07-24,2023-07-24,2023-07-16
1021,2,286,291,67.86,received,2023-01-31,2023-02-05,2023-02-04,2023-01-31
1022,15,182,52,153.05,received,2023-11-07,2023-11-14,2023-11-18,2023-11-07
1023,5,259,393,108.88,received,2023-11-14,2023-11-19,2023-11-20,2023-11-14
1024,6,68,183,49.96,received,2023-10-14,2023-10-17,2023-10-16,2023-10-14
1025,3,258,117,26.11,received,2023-09-10,2023-10-04,2023-10-21,2023-09-10
1026,2,163,183,106.24,received,2023-12-30,2024-01-04,2024-01-03,2023-12-30
1027,2,161,496,63.97,received,2023-01-23,2023-01-28,2023-02-15,2023-01-23
1028,14,144,498,87.14,received,2023-07-04,2023-07-14,2023-07-26,2023-07-04
1029,5,314,134,30.65,received,2023-05-16,2023-05-21,2023-05-22,2023-05-16
1030,6,378,334,137.83,received,2023-09-09,2023-09-12,2023-09-11,2023-09-09
1031,14,473,77,138.78,received,2023-12-03,2023-12-13,2023-12-14,2023-12-03
1032,4,77,290,21.79,received,2023-01-28,2023-02-05,2023-02-03,2023-01-28
1033,5,84,303,30.39,received,2023-12-28,2024-01-02,2023-12-31,2023-12-28
1034,1,227,298,10.46,received,2023-07-02,2023-07-04,2023-07-24,2023-07-02
1035,8,253,113,25.01,received,2023-02-27,2023-03-25,2023-04-01,2023-02-27
1036,6,48,477,10.97,received,2023-04-15,2023-04-18,2023-04-17,2023-04-15
1037,3,384,348,25.9,received,2023-09-18,2023-10-12,2023-10-11,2023-09-18
1038,1,270,176,56.43,received,2023-10-20,2023-10-22,2023-10-20,2023-10-20
1039,13,256,63,153.96,received,2023-12-13,2024-01-12,2024-01-12,2023-12-13
1040,5,349,352,92.4,received,2023-12-15,2023-12-20,2023-12-20,2023-12-15
1041,15,488,64,159.84,received,2023-02-24,2023-03-03,2023-03-02,2023-02-24
1042,2,236,371,9.08,received,2023-12-29,2024-01-03,2024-01-04,2023-12-29
1043,5,305,385,133.07,received,2023-12-03,2023-12-08,2023-12-06,2023-12-03
1044,10,487,158,428.57,received,2023-08-20,2023-08-29,2023-08-28,2023-08-20
1045,14,25,430,68.47,received,2023-11-26,2023-12-06,2023-12-04,2023-11-26
1046,2,281,180,128.29,received,2023-11-05,2023-11-10,2023-11-11,2023-11-05
1047,3,123,133,190.07,received,2023-07-24,2023-08-17,2023-08-16,2023-07-24
1048,7,400,111,179.45,received,2023-07-26,2023-08-02,2023-08-01,2023-07-26
1049,5,252,400,13.0,received,2023-08-10,2023-08-15,2023-08-15,2023-08-10
1050,10,68,312,49.96,received,2023-07-03,2023-07-12,2023-07-12,2023-07-03
1051,4,251,187,13.5,received,2023-08-17,2023-08-25,2023-09-12,2023-08-17
1052,10,308,465,25.9,received,2023-08-05,2023-08-14,2023-08-15,2023-08-05
1053,6,315,97,289.71,received,2023-04-06,2023-04-09,2023-04-10,2023-04-06
1054,1,263,381,30.66,received,2023-06-24,2023-06-26,2023-07-06,2023-06-24
1055,11,366,198,11.06,received,2023-03-21,2023-03-23,2023-03-21,2023-03-21
1056,8,224,203,80.38,received,2023-02-10,2023-03-08,2023-03-26,2023-02-10
1057,3,66,317,33.55,received,2023-12-17,2024-01-10,2024-01-20,2023-12-17
1058,7,152,73,278.92,received,2023-10-19,2023-10-26,2023-10-24,2023-10-19
1059,9,56,287,41.85,received,2023-09-19,2023-10-02,2023-09-30,2023-09-19
1060,11,369,180,16.47,received,2023-10-19,2023-10-21,2023-10-21,2023-10-19
1061,10,42,141,55.37,received,2023-09-15,2023-09-24,2023-09-25,2023-09-15
1062,13,94,498,25.27,received,2023-07-21,2023-08-20,2023-08-21,2023-07-21
1063,12,153,437,43.83,received,2023-06-10,2023-06-14,2023-06-15,2023-06-10
1064,11,231,496,97.56,received,2023-11-16,2023-11-18,2023-11-18,2023-11-16
1065,13,96,496,10.94,received,2023-04-19,2023-05-19,2023-05-19,2023-04-19
1066,11,55,252,115.8,received,2023-08-11,2023-08-13,2023-08-11,2023-08-11
1067,2,7,404,52.32,received,2023-03-29,2023-04-03,2023-04-04,2023-03-29
1068,7,445,205,129.1,received,2023-12-03,2023-12-10,2023-12-28,2023-12-03
1069,10,417,461,43.66,received,2023-11-12,2023-11-21,2023-11-22,2023-11-12
1070,5,45,107,6.05,received,2023-03-06,2023-03-11,2023-03-10,2023-03-06
1071,14,9,157,33.23,received,2023-12-23,2024-01-02,2024-01-05,2023-12-23
1072,8,333,481,43.74,received,2023-03-16,2023-04-11,2023-04-12,2023-03-16
1073,11,440,444,79.57,received,2023-10-03,2023-10-05,2023-10-05,2023-10-03
1074,8,76,135,22.08,received,2023-08-31,2023-09-26,2023-09-24,2023-08-31
1075,15,79,291,370.96,received,2023-12-26,2024-01-02,2024-01-03,2023-12-26
1076,1,441,200,45.45,received,2023-08-19,2023-08-21,2023-08-20,2023-08-19
1077,10,425,102,74.43,received,2023-07-20,2023-07-29,2023-07-27,2023-07-20
1078,11,434,427,119.19,received,2023-08-10,2023-08-12,2023-08-30,2023-08-10
1079,10,306,299,29.36,received,2023-10-11,2023-10-20,2023-10-24,2023-10-11
1080,7,249,168,122.92,received,2023-09-20,2023-09-27,2023-09-28,2023-09-20
1081,12,32,333,49.86,received,2023-09-28,2023-10-02,2023-10-02,2023-09-28
1082,2,138,109,19.77,received,2023-11-28,2023-12-03,2023-12-04,2023-11-28
1083,8,319,60,67.79,received,2023-11-27,2023-12-23,2023-12-24,2023-11-27
1084,3,148,168,43.7,received,2023-04-09,2023-05-03,2023-05-04,2023-04-09
1085,9,113,358,165.04,received,2023-10-28,2023-11-10,2023-11-23,2023-10-28
1086,14,432,420,75.24,received,2023-12-03,2023-12-13,2023-12-13,2023-12-03
1087,12,200,457,8.78,received,2023-08-02,2023-08-06,2023-08-06,2023-08-02
1088,8,410,403,45.34,received,2023-03-24,2023-04-19,2023-04-19,2023-03-24
1089,12,45,152,6.05,received,2023-12-08,2023-12-12,2023-12-11,2023-12-08
1090,3,311,302,281.11,received,2023-09-09,2023-10-03,2023-10-04,2023-09-09
1091,5,121,233,30.38,received,2023-04-18,2023-04-23,2023-04-21,2023-04-18
1092,15,134,473,78.62,received,2023-07-02,2023-07-09,2023-07-08,2023-07-02
1093,14,458,222,19.85,received,2023-09-15,2023-09-25,2023-09-23,2023-09-15
1094,7,59,299,145.12,received,2023-11-13,2023-11-20,2023-11-19,2023-11-13
1095,5,175,127,353.66,received,2023-07-01,2023-07-06,2023-07-06,2023-07-01
1096,14,354,411,9.86,received,2023-09-21,2023-10-01,2023-09-29,2023-09-21
1097,1,475,104,27.85,received,2023-08-13,2023-08-15,2023-08-13,2023-08-13
1098,13,313,471,420.78,received,2023-11-09,2023-12-09,2023-12-07,2023-11-09
1099,9,22,495,127.37,received,2023-09-17,2023-09-30,2023-09-28,2023-09-17
1100,4,467,412,46.24,received,2023-07-05,2023-07-13,2023-07-13,2023-07-05
1101,8,391,128,36.84,received,2023-09-17,2023-10-13,2023-10-11,2023-09-17
1102,11,187,484,188.57,received,2023-06-21,2023-06-23,2023-06-21,2023-06-21
1103,4,225,175,51.25,received,2023-08-01,2023-08-09,2023-08-07,2023-08-01
1104,14,415,93,97.16,received,2023-08-31,2023-09-10,2023-09-09,2023-08-31
1105,5,191,127,29.69,received,2023-08-01,2023-08-06,2023-08-05,2023-08-01
1106,13,386,120,66.08,received,2023-09-29,2023-10-29,2023-10-28,2023-09-29
1107,13,220,486,175.26,received,2023-07-31,2023-08-30,2023-09-16,2023-07-31
1108,9,407,276,71.31,received,2023-12-16,2023-12-29,2023-12-27,2023-12-16
1109,3,395,93,109.86,received,2023-01-06,2023-01-30,2023-01-28,2023-01-06
1110,6,162,272,403.13,received,2023-07-25,2023-07-28,2023-08-05,2023-07-25
1111,1,202,344,158.38,received,2023-01-19,2023-01-21,2023-01-20,2023-01-19
1112,1,324,264,11.45,received,2023-12-05,2023-12-07,2023-12-07,2023-12-05
1113,7,454,419,56.98,received,2023-12-15,2023-12-22,2023-12-22,2023-12-15
1114,12,161,320,63.97,received,2023-06-26,2023-06-30,2023-06-30,2023-06-26
1115,10,472,379,68.11,received,2023-03-17,2023-03-26,2023-03-27,2023-03-17
1116,4,455,407,244.27,received,2023-10-06,2023-10-14,2023-10-15,2023-10-06
1117,6,455,204,244.27,received,2023-11-29,2023-12-02,2023-12-01,2023-11-29
1118,2,19,316,26.26,received,2023-10-03,2023-10-08,2023-10-07,2023-10-03
1119,9,146,316,134.67,received,2023-04-20,2023-05-03,2023-05-03,2023-04-20
1120,6,388,457,81.11,received,2023-11-22,2023-11-25,2023-11-23,2023-11-22
1121,9,304,421,96.61,received,2023-05-13,2023-05-26,2023-05-26,2023-05-13
1122,7,259,182,108.88,received,2023-02-26,2023-03-05,2023-03-05,2023-02-26
1123,11,260,279,7.14,received,2023-07-01,2023-07-03,2023-07-01,2023-07-01
1124,5,294,462,291.98,received,2023-01-03,2023-01-08,2023-01-07,2023-01-03
1125,12,298,229,66.8,received,2023-10-17,2023-10-21,2023-10-20,2023-10-17
1126,5,146,415,134.67,received,2023-12-08,2023-12-13,2023-12-12,2023-12-08
1127,7,267,471,132.74,received,2023-05-07,2023-05-14,2023-05-13,2023-05-07
1128,13,185,474,122.62,received,2023-08-21,2023-09-20,2023-09-21,2023-08-21
1129,7,42,293,55.37,received,2023-02-17,2023-02-24,2023-02-23,2023-02-17
1130,4,229,351,48.78,received,2023-02-09,2023-02-17,2023-02-18,2023-02-09
1131,9,266,305,213.34,received,2023-07-22,2023-08-04,2023-08-25,2023-07-22
1132,11,217,424,30.61,received,2023-08-14,2023-08-16,2023-08-17,2023-08-14
1133,7,422,298,37.61,received,2023-03-25,2023-04-01,2023-03-31,2023-03-25
1134,12,235,491,25.16,received,2023-03-08,2023-03-12,2023-03-31,2023-03-08
1135,9,61,66,41.46,received,2023-12-22,2024-01-04,2024-01-05,2023-12-22
1136,12,81,358,12.59,received,2023-10-14,2023-10-18,2023-10-16,2023-10-14
1137,14,210,70,107.29,received,2023-02-26,2023-03-08,2023-03-08,2023-02-26
1138,9,79,205,370.96,received,2023-03-02,2023-03-15,2023-03-15,2023-03-02
1139,5,249,451,122.92,received,2023-01-15,2023-01-20,2023-01-19,2023-01-15
1140,10,216,195,25.09,received,2023-01-25,2023-02-03,2023-02-15,2023-01-25
1141,4,94,84,25.27,received,2023-09-08,2023-09-16,2023-09-16,2023-09-08
1142,14,23,339,168.23,received,2023-08-02,2023-08-12,2023-08-12,2023-08-02
1143,8,461,477,37.24,received,2023-06-22,2023-07-18,2023-07-19,2023-06-22
1144,12,427,308,37.3,received,2023-11-07,2023-11-11,2023-11-10,2023-11-07
1145,11,236,493,9.08,received,2023-08-19,2023-08-21,2023-08-20,2023-08-19
1146,12,167,248,100.67,received,2023-02-15,2023-02-19,2023-02-20,2023-02-15
1147,4,461,393,37.24,received,2023-07-22,2023-07-30,2023-07-28,2023-07-22
1148,15,227,412,10.46,received,2023-05-23,2023-05-30,2023-05-29,2023-05-23
1149,1,293,337,65.69,received,2023-11-19,2023-11-21,2023-11-21,2023-11-19
1150,11,64,366,119.34,received,2023-11-26,2023-11-28,2023-11-27,2023-11-26
1151,9,296,146,17.5,received,2023-01-28,2023-02-10,2023-03-01,2023-01-28
1152,13,244,387,16.02,received,2023-09-15,2023-10-15,2023-10-21,2023-09-15
1153,15,273,452,39.07,received,2023-04-03,2023-04-10,2023-04-21,2023-04-03
1154,4,126,93,40.89,received,2023-12-28,2024-01-05,2024-01-06,2023-12-28
1155,13,274,301,46.29,received,2023-11-07,2023-12-07,2023-12-05,2023-11-07
1156,14,479,262,128.45,received,2023-01-12,2023-01-22,2023-01-21,2023-01-12
1157,1,441,96,45.45,received,2023-09-28,2023-09-30,2023-09-30,2023-09-28
1158,2,51,143,348.34,received,2023-10-05,2023-10-10,2023-10-09,2023-10-05
1159,5,394,397,106.27,received,2023-02-15,2023-02-20,2023-02-21,2023-02-15
1160,3,31,63,24.18,received,2023-11-11,2023-12-05,2023-12-13,2023-11-11
1161,12,30,122,198.63,received,2023-06-02,2023-06-06,2023-06-06,2023-06-02
1162,7,458,76,19.85,received,2023-06-15,2023-06-22,2023-06-20,2023-06-15
1163,4,123,310,190.07,received,2023-11-02,2023-11-10,2023-11-11,2023-11-02
1164,13,259,81,108.88,received,2023-07-17,2023-08-16,2023-08-27,2023-07-17
1165,6,238,64,36.46,received,2023-10-11,2023-10-14,2023-10-15,2023-10-11
1166,7,325,187,117.32,received,2023-04-30,2023-05-07,2023-05-10,2023-04-30
1167,9,494,440,407.92,received,2023-10-28,2023-11-10,2023-11-09,2023-10-28
1168,9,334,278,327.31,received,2023-03-06,2023-03-19,2023-03-20,2023-03-06
1169,2,434,241,119.19,received,2023-11-22,2023-11-27,2023-11-26,2023-11-22
1170,9,87,334,66.4,received,2023-05-06,2023-05-19,2023-05-20,2023-05-06
1171,8,22,384,127.37,received,2023-01-01,2023-01-27,2023-01-27,2023-01-01
1172,3,1,189,241.97,received,2023-01-31,2023-02-24,2023-03-14,2023-01-31
1173,10,129,481,126.57,received,2023-12-15,2023-12-24,2023-12-24,2023-12-15
1174,11,109,73,79.78,received,2023-10-27,2023-10-29,2023-10-29,2023-10-27
1175,3,379,95,147.21,received,2023-10-01,2023-10-25,2023-10-25,2023-10-01
1176,7,358,499,99.84,received,2023-03-04,2023-03-11,2023-03-11,2023-03-04
1177,7,108,399,109.81,received,2023-11-09,2023-11-16,2023-11-16,2023-11-09
1178,6,326,189,41.79,received,2023-05-14,2023-05-17,2023-06-03,2023-05-14
1179,4,340,356,11.02,received,2023-06-14,2023-06-22,2023-06-23,2023-06-14
1180,6,9,361,33.23,received,2023-12-21,2023-12-24,2023-12-22,2023-12-21
1181,8,3,334,86.67,received,2023-01-05,2023-01-31,2023-02-01,2023-01-05
1182,15,357,325,79.2,received,2023-12-27,2024-01-03,2024-01-04,2023-12-27
1183,2,404,476,44.47,received,2023-11-29,2023-12-04,2023-12-02,2023-11-29
1184,14,344,466,109.58,received,2023-08-16,2023-08-26,2023-08-26,2023-08-16
1185,7,424,479,14.56,received,2023-11-04,2023-11-11,2023-11-10,2023-11-04
1186,13,416,286,68.28,received,2023-12-23,2024-01-22,2024-01-28,2023-12-23
1187,6,480,430,46.86,received,2023-04-09,2023-04-12,2023-04-11,2023-04-09
1188,1,389,148,13.04,received,2023-05-24,2023-05-26,2023-05-26,2023-05-24
1189,2,418,169,180.46,received,2023-11-11,2023-11-16,2023-11-15,2023-11-11
1190,8,496,410,138.81,received,2023-07-05,2023-07-31,2023-08-01,2023-07-05
1191,12,311,106,281.11,received,2023-04-18,2023-04-22,2023-04-23,2023-04-18
1192,14,143,332,116.06,received,2023-10-19,2023-10-29,2023-10-28,2023-10-19
1193,4,338,83,19.02,received,2023-10-17,2023-10-25,2023-10-24,2023-10-17
1194,10,66,317,33.55,received,2023-02-03,2023-02-12,2023-02-11,2023-02-03
1195,12,401,404,18.57,received,2023-05-21,2023-05-25,2023-05-23,2023-05-21
1196,11,273,51,39.07,received,2023-11-11,2023-11-13,2023-11-14,2023-11-11
1197,7,329,487,125.29,received,2023-12-11,2023-12-18,2023-12-22,2023-12-11
1198,6,222,303,19.14,received,2023-07-28,2023-07-31,2023-08-01,2023-07-28
1199,6,265,74,31.15,received,2023-01-23,2023-01-26,2023-01-25,2023-01-23
1200,5,471,52,79.48,received,2023-08-04,2023-08-09,2023-08-09,2023-08-04
