receiving_id,po_id,sku_id,employee_id,received_qty,damaged_qty,received_at,putaway_at,location_code,notes,created_at
720,720,287,35,493,14,2023-07-07 01:00:00,2023-07-07 07:00:00,E-16-01,,2023-07-07 01:00:00
721,721,121,26,282,1,2023-08-13 03:00:00,2023-08-13 07:00:00,E-09-05,,2023-08-13 03:00:00
722,722,365,32,329,8,2023-07-19 01:00:00,2023-07-19 05:00:00,C-09-04,,2023-07-19 01:00:00
723,723,340,28,334,2,2023-04-06 04:00:00,2023-04-06 06:00:00,C-18-01,,2023-04-06 04:00:00
724,724,432,32,189,0,2023-07-10 01:00:00,2023-07-10 06:00:00,D-07-04,,2023-07-10 01:00:00
725,725,344,32,381,7,2023-03-14 03:00:00,2023-03-14 10:00:00,C-12-05,,2023-03-14 03:00:00
726,726,74,30,93,0,2023-09-08 03:00:00,2023-09-08 08:00:00,E-07-04,,2023-09-08 03:00:00
727,727,329,28,369,10,2023-09-10 01:00:00,2023-09-10 07:00:00,E-04-01,,2023-09-10 01:00:00
728,728,233,27,157,0,2023-10-13 03:00:00,2023-10-13 05:00:00,B-19-02,,2023-10-13 03:00:00
729,729,116,31,208,0,2023-04-07 03:00:00,2023-04-07 05:00:00,B-19-04,,2023-04-07 03:00:00
730,730,434,28,260,0,2023-05-28 01:00:00,2023-05-28 02:00:00,B-07-01,,2023-05-28 01:00:00
731,731,280,27,340,9,2023-10-28 01:00:00,2023-10-28 08:00:00,B-07-01,,2023-10-28 01:00:00
732,732,361,28,403,7,2023-08-04 02:00:00,2023-08-04 10:00:00,B-16-05,,2023-08-04 02:00:00
733,733,73,27,288,6,2023-10-13 01:00:00,2023-10-13 09:00:00,B-17-01,,2023-10-13 01:00:00
734,734,41,28,175,1,2023-10-13 02:00:00,2023-10-13 06:00:00,A-03-02,,2023-10-13 02:00:00
735,735,323,30,357,2,2024-01-06 04:00:00,2024-01-06 09:00:00,E-14-05,,2024-01-06 04:00:00
736,736,277,30,225,1,2023-10-24 03:00:00,2023-10-24 07:00:00,E-01-03,,2023-10-24 03:00:00
737,737,399,32,343,0,2023-01-20 01:00:00,2023-01-20 09:00:00,C-02-05,,2023-01-20 01:00:00
738,738,170,31,198,4,2023-08-08 04:00:00,2023-08-08 05:00:00,A-11-05,,2023-08-08 04:00:00
739,739,19,33,422,7,2024-01-27 01:00:00,2024-01-27 06:00:00,C-15-03,,2024-01-27 01:00:00
740,740,289,35,346,3,2023-06-14 04:00:00,2023-06-14 10:00:00,E-07-02,,2023-06-14 04:00:00
741,741,294,33,464,9,2023-02-20 04:00:00,2023-02-20 12:00:00,D-11-04,,2023-02-20 04:00:00
742,742,320,32,89,0,2023-01-16 04:00:00,2023-01-16 11:00:00,A-05-03,,2023-01-16 04:00:00
743,743,40,28,160,1,2023-06-05 01:00:00,2023-06-05 08:00:00,B-05-05,,2023-06-05 01:00:00
744,744,132,26,352,0,2023-01-17 04:00:00,2023-01-17 07:00:00,C-11-02,,2023-01-17 04:00:00
745,745,78,33,183,0,2023-12-07 03:00:00,2023-12-07 07:00:00,B-16-05,,2023-12-07 03:00:00
746,746,359,27,225,6,2023-05-29 02:00:00,2023-05-29 10:00:00,A-12-01,,2023-05-29 02:00:00
747,747,496,32,418,7,2023-03-20 02:00:00,2023-03-20 06:00:00,E-16-02,,2023-03-20 02:00:00
748,748,386,35,388,11,2023-08-25 02:00:00,2023-08-25 08:00:00,C-20-04,,2023-08-25 02:00:00
749,749,372,35,77,0,2023-12-19 03:00:00,2023-12-19 09:00:00,C-05-03,,2023-12-19 03:00:00
750,750,136,31,158,2,2023-03-04 04:00:00,2023-03-04 08:00:00,B-11-02,,2023-03-04 04:00:00
751,751,155,31,244,6,2023-09-26 04:00:00,2023-09-26 09:00:00,E-11-05,,2023-09-26 04:00:00
752,752,362,29,321,8,2023-07-20 03:00:00,2023-07-20 07:00:00,E-20-02,,2023-07-20 03:00:00
753,753,223,28,245,3,2023-01-18 01:00:00,2023-01-18 07:00:00,E-04-04,,2023-01-18 01:00:00
754,754,162,33,99,0,2023-09-29 04:00:00,2023-09-29 12:00:00,E-09-01,,2023-09-29 04:00:00
755,755,273,29,362,2,2023-12-01 03:00:00,2023-12-01 06:00:00,C-02-04,,2023-12-01 03:00:00
756,756,334,31,460,0,2023-05-27 03:00:00,2023-05-27 11:00:00,E-05-03,,2023-05-27 03:00:00
757,757,131,30,445,4,2023-12-08 02:00:00,2023-12-08 06:00:00,E-20-01,,2023-12-08 02:00:00
758,758,384,26,316,6,2023-05-05 02:00:00,2023-05-05 07:00:00,B-13-04,,2023-05-05 02:00:00
759,759,347,31,330,2,2024-01-05 03:00:00,2024-01-05 04:00:00,A-14-01,,2024-01-05 03:00:00
760,760,345,35,260,7,2023-01-05 02:00:00,2023-01-05 10:00:00,D-18-02,,2023-01-05 02:00:00
761,761,269,33,162,1,2023-02-28 03:00:00,2023-02-28 11:00:00,C-07-05,,2023-02-28 03:00:00
762,762,146,34,367,6,2023-05-11 03:00:00,2023-05-11 04:00:00,A-02-03,,2023-05-11 03:00:00
763,763,30,28,356,1,2023-11-05 04:00:00,2023-11-05 05:00:00,D-11-04,,2023-11-05 04:00:00
764,764,63,26,488,12,2023-12-29 01:00:00,2023-12-29 06:00:00,C-19-05,,2023-12-29 01:00:00
765,765,67,28,65,1,2023-07-20 02:00:00,2023-07-20 10:00:00,A-03-02,,2023-07-20 02:00:00
766,766,95,27,377,1,2023-05-12 02:00:00,2023-05-12 04:00:00,C-12-03,,2023-05-12 02:00:00
767,767,473,32,181,4,2023-06-17 04:00:00,2023-06-17 11:00:00,E-02-05,,2023-06-17 04:00:00
768,768,400,27,245,2,2023-03-01 02:00:00,2023-03-01 04:00:00,B-15-02,,2023-03-01 02:00:00
769,769,171,26,141,3,2023-02-07 02:00:00,2023-02-07 06:00:00,A-18-01,,2023-02-07 02:00:00
770,770,36,28,362,7,2023-10-14 04:00:00,2023-10-14 05:00:00,A-08-02,,2023-10-14 04:00:00
771,771,92,33,213,2,2023-12-03 04:00:00,2023-12-03 11:00:00,A-17-03,,2023-12-03 04:00:00
772,772,221,26,276,5,2023-05-20 04:00:00,2023-05-20 06:00:00,A-07-05,,2023-05-20 04:00:00
773,773,133,34,342,5,2023-02-24 01:00:00,2023-02-24 07:00:00,A-19-03,,2023-02-24 01:00:00
774,774,129,34,83,0,2023-08-22 01:00:00,2023-08-22 06:00:00,C-18-03,,2023-08-22 01:00:00
775,775,328,32,186,4,2023-01-04 03:00:00,2023-01-04 09:00:00,B-11-03,,2023-01-04 03:00:00
776,776,359,29,51,0,2023-08-02 01:00:00,2023-08-02 09:00:00,E-17-04,,2023-08-02 01:00:00
777,777,363,29,482,0,2023-09-23 01:00:00,2023-09-23 05:00:00,B-19-03,,2023-09-23 01:00:00
778,778,400,34,226,2,2023-02-07 01:00:00,2023-02-07 05:00:00,E-09-02,,2023-02-07 01:00:00
779,779,419,31,220,0,2023-09-08 02:00:00,2023-09-08 08:00:00,B-16-04,,2023-09-08 02:00:00
780,780,156,30,237,2,2023-07-25 02:00:00,2023-07-25 10:00:00,D-18-05,,2023-07-25 02:00:00
781,781,437,26,439,8,2023-07-08 02:00:00,2023-07-08 04:00:00,E-04-01,,2023-07-08 02:00:00
782,782,149,35,246,6,2023-12-26 03:00:00,2023-12-26 04:00:00,C-15-04,,2023-12-26 03:00:00
783,783,98,32,237,2,2023-06-03 02:00:00,2023-06-03 09:00:00,C-03-03,,2023-06-03 02:00:00
784,784,184,33,426,3,2023-09-12 01:00:00,2023-09-12 03:00:00,C-05-03,,2023-09-12 01:00:00
785,785,72,26,283,6,2023-01-26 02:00:00,2023-01-26 04:00:00,A-16-02,,2023-01-26 02:00:00
786,786,33,33,323,7,2023-10-12 04:00:00,2023-10-12 09:00:00,C-01-05,,2023-10-12 04:00:00
787,787,416,26,68,1,2023-09-01 02:00:00,2023-09-01 04:00:00,D-13-01,,2023-09-01 02:00:00
788,788,29,27,257,6,2023-06-23 04:00:00,2023-06-23 07:00:00,A-19-01,,2023-06-23 04:00:00
789,789,109,29,373,7,2023-12-07 04:00:00,2023-12-07 08:00:00,C-01-03,,2023-12-07 04:00:00
790,790,448,33,86,1,2023-10-11 01:00:00,2023-10-11 02:00:00,E-14-05,,2023-10-11 01:00:00
791,791,377,31,291,6,2023-03-14 01:00:00,2023-03-14 06:00:00,C-03-05,,2023-03-14 01:00:00
792,792,471,28,57,0,2023-11-19 02:00:00,2023-11-19 08:00:00,C-18-05,,2023-11-19 02:00:00
793,793,324,33,283,5,2023-02-25 04:00:00,2023-02-25 07:00:00,E-13-03,,2023-02-25 04:00:00
794,794,88,35,97,0,2023-11-06 04:00:00,2023-11-06 11:00:00,C-14-01,,2023-11-06 04:00:00
795,795,305,26,268,1,2023-12-07 03:00:00,2023-12-07 11:00:00,D-18-02,,2023-12-07 03:00:00
796,796,416,28,400,11,2023-12-15 02:00:00,2023-12-15 08:00:00,E-06-05,,2023-12-15 02:00:00
797,797,280,34,400,9,2023-03-20 04:00:00,2023-03-20 06:00:00,D-04-05,,2023-03-20 04:00:00
798,798,304,31,190,0,2023-03-30 01:00:00,2023-03-30 06:00:00,E-06-02,,2023-03-30 01:00:00
799,799,388,35,333,3,2023-08-25 03:00:00,2023-08-25 10:00:00,E-13-02,,2023-08-25 03:00:00
800,800,225,26,118,1,2023-06-02 01:00:00,2023-06-02 05:00:00,D-05-02,,2023-06-02 01:00:00
801,801,406,32,56,1,2023-11-24 04:00:00,2023-11-24 07:00:00,A-10-02,,2023-11-24 04:00:00
802,802,250,30,95,0,2023-02-17 01:00:00,2023-02-17 05:00:00,A-01-01,,2023-02-17 01:00:00
803,803,334,32,405,2,2023-11-05 01:00:00,2023-11-05 03:00:00,C-15-01,,2023-11-05 01:00:00
804,804,406,30,105,0,2023-09-30 03:00:00,2023-09-30 09:00:00,D-12-02,,2023-09-30 03:00:00
805,805,139,31,139,2,2023-09-26 04:00:00,2023-09-26 05:00:00,D-02-04,,2023-09-26 04:00:00
806,806,355,35,363,2,2023-01-30 04:00:00,2023-01-30 11:00:00,E-04-04,,2023-01-30 04:00:00
807,807,322,27,335,3,2023-06-07 04:00:00,2023-06-07 05:00:00,D-02-04,,2023-06-07 04:00:00
808,808,99,31,366,5,2023-03-16 01:00:00,2023-03-16 05:00:00,A-15-04,,2023-03-16 01:00:00
809,809,442,29,444,13,2023-10-08 01:00:00,2023-10-08 07:00:00,C-18-04,,2023-10-08 01:00:00
810,810,338,34,107,0,2023-04-18 02:00:00,2023-04-18 03:00:00,E-15-01,,2023-04-18 02:00:00
811,811,77,34,304,2,2024-02-03 04:00:00,2024-02-03 05:00:00,C-19-01,,2024-02-03 04:00:00
812,812,82,31,380,10,2024-01-07 03:00:00,2024-01-07 06:00:00,A-10-05,,2024-01-07 03:00:00
813,813,146,26,365,7,2023-04-21 01:00:00,2023-04-21 05:00:00,D-16-02,,2023-04-21 01:00:00
814,814,456,29,325,7,2023-09-18 02:00:00,2023-09-18 09:00:00,A-10-02,,2023-09-18 02:00:00
815,815,81,28,86,1,2023-02-06 04:00:00,2023-02-06 08:00:00,D-04-01,,2023-02-06 04:00:00
816,816,121,26,264,5,2023-08-23 01:00:00,2023-08-23 09:00:00,D-12-04,,2023-08-23 01:00:00
817,817,383,30,448,12,2023-12-31 03:00:00,2023-12-31 05:00:00,D-16-01,,2023-12-31 03:00:00
818,818,167,33,495,10,2023-05-03 01:00:00,2023-05-03 03:00:00,A-09-03,,2023-05-03 01:00:00
819,819,193,35,77,2,2023-05-02 02:00:00,2023-05-02 04:00:00,A-06-01,,2023-05-02 02:00:00
820,820,224,35,141,0,2023-03-24 03:00:00,2023-03-24 08:00:00,D-03-02,,2023-03-24 03:00:00
821,821,192,32,373,6,2023-03-17 02:00:00,2023-03-17 06:00:00,B-10-02,,2023-03-17 02:00:00
822,822,500,34,66,0,2023-05-21 01:00:00,2023-05-21 03:00:00,E-09-05,,2023-05-21 01:00:00
823,823,292,29,486,12,2023-02-02 02:00:00,2023-02-02 08:00:00,B-16-02,,2023-02-02 02:00:00
824,824,235,34,162,2,2023-08-29 02:00:00,2023-08-29 04:00:00,B-13-05,,2023-08-29 02:00:00
825,825,152,35,216,4,2023-11-12 02:00:00,2023-11-12 04:00:00,D-17-01,,2023-11-12 02:00:00
826,826,438,26,491,9,2023-05-12 04:00:00,2023-05-12 10:00:00,B-09-04,,2023-05-12 04:00:00
827,827,303,32,57,0,2023-09-08 03:00:00,2023-09-08 10:00:00,A-07-03,,2023-09-08 03:00:00
828,828,220,32,346,8,2023-05-12 02:00:00,2023-05-12 05:00:00,D-20-05,,2023-05-12 02:00:00
829,829,457,33,52,1,2023-11-28 02:00:00,2023-11-28 06:00:00,E-17-03,,2023-11-28 02:00:00
830,830,23,28,67,0,2023-02-16 01:00:00,2023-02-16 08:00:00,A-18-01,,2023-02-16 01:00:00
831,831,272,30,281,0,2023-07-26 03:00:00,2023-07-26 10:00:00,C-15-03,,2023-07-26 03:00:00
832,832,124,35,337,9,2023-03-08 04:00:00,2023-03-08 12:00:00,D-19-05,,2023-03-08 04:00:00
833,833,209,31,172,4,2023-04-26 02:00:00,2023-04-26 10:00:00,C-03-04,,2023-04-26 02:00:00
834,834,47,35,132,2,2023-01-11 01:00:00,2023-01-11 06:00:00,C-09-03,,2023-01-11 01:00:00
835,835,236,30,282,2,2023-10-22 03:00:00,2023-10-22 07:00:00,E-07-03,,2023-10-22 03:00:00
836,836,396,29,144,1,2023-04-22 04:00:00,2023-04-22 09:00:00,C-20-04,,2023-04-22 04:00:00
837,837,447,34,490,13,2023-08-06 02:00:00,2023-08-06 07:00:00,B-12-05,,2023-08-06 02:00:00
838,838,37,35,321,7,2023-07-19 02:00:00,2023-07-19 04:00:00,C-08-02,,2023-07-19 02:00:00
839,839,152,33,453,11,2023-08-08 02:00:00,2023-08-08 10:00:00,C-08-04,,2023-08-08 02:00:00
840,840,42,27,313,8,2023-11-14 04:00:00,2023-11-14 10:00:00,B-09-05,,2023-11-14 04:00:00
841,841,346,33,246,7,2023-07-11 04:00:00,2023-07-11 05:00:00,A-07-03,,2023-07-11 04:00:00
842,842,239,32,139,4,2023-11-16 03:00:00,2023-11-16 10:00:00,B-09-01,,2023-11-16 03:00:00
843,843,287,27,120,1,2023-12-28 01:00:00,2023-12-28 09:00:00,D-13-03,,2023-12-28 01:00:00
844,844,123,34,427,1,2023-10-08 01:00:00,2023-10-08 02:00:00,A-09-01,,2023-10-08 01:00:00
845,845,298,26,214,0,2024-01-24 01:00:00,2024-01-24 08:00:00,B-02-05,,2024-01-24 01:00:00
846,846,460,29,191,1,2023-05-21 03:00:00,2023-05-21 08:00:00,D-08-02,,2023-05-21 03:00:00
847,847,33,34,306,5,2023-07-13 03:00:00,2023-07-13 09:00:00,B-05-01,,2023-07-13 03:00:00
848,848,425,26,281,6,2023-03-17 02:00:00,2023-03-17 09:00:00,B-18-05,,2023-03-17 02:00:00
849,849,189,32,92,2,2023-12-25 03:00:00,2023-12-25 11:00:00,A-04-02,,2023-12-25 03:00:00
850,850,453,26,141,1,2023-08-31 02:00:00,2023-08-31 05:00:00,B-09-01,,2023-08-31 02:00:00
851,851,491,27,107,0,2023-02-14 04:00:00,2023-02-14 12:00:00,B-08-01,,2023-02-14 04:00:00
852,852,76,34,316,4,2023-09-15 02:00:00,2023-09-15 09:00:00,E-13-01,,2023-09-15 02:00:00
853,853,12,26,292,1,2023-06-01 04:00:00,2023-06-01 11:00:00,E-11-03,,2023-06-01 04:00:00
854,854,216,35,199,3,2023-08-17 04:00:00,2023-08-17 08:00:00,C-05-01,,2023-08-17 04:00:00
855,855,33,32,413,2,2023-01-19 04:00:00,2023-01-19 08:00:00,B-11-03,,2023-01-19 04:00:00
856,856,331,35,385,8,2023-07-04 02:00:00,2023-07-04 09:00:00,E-16-01,,2023-07-04 02:00:00
857,857,403,31,284,5,2023-06-20 04:00:00,2023-06-20 05:00:00,D-19-03,,2023-06-20 04:00:00
858,858,291,31,137,2,2023-03-26 04:00:00,2023-03-26 11:00:00,A-14-03,,2023-03-26 04:00:00
859,859,134,35,444,4,2023-05-27 03:00:00,2023-05-27 11:00:00,B-06-02,,2023-05-27 03:00:00
860,860,25,29,135,2,2023-03-28 02:00:00,2023-03-28 03:00:00,D-12-01,,2023-03-28 02:00:00
861,861,474,30,143,3,2023-04-02 01:00:00,2023-04-02 02:00:00,C-03-05,,2023-04-02 01:00:00
862,862,430,30,132,1,2024-01-21 04:00:00,2024-01-21 09:00:00,B-08-04,,2024-01-21 04:00:00
863,863,60,34,114,0,2023-02-20 01:00:00,2023-02-20 02:00:00,E-06-03,,2023-02-20 01:00:00
864,864,134,27,390,4,2023-08-02 02:00:00,2023-08-02 06:00:00,A-07-05,,2023-08-02 02:00:00
865,865,177,28,323,0,2023-03-19 02:00:00,2023-03-19 04:00:00,D-18-03,,2023-03-19 02:00:00
866,866,63,34,443,12,2023-01-19 02:00:00,2023-01-19 03:00:00,C-06-03,,2023-01-19 02:00:00
867,867,486,28,41,1,2023-09-23 04:00:00,2023-09-23 07:00:00,B-02-04,,2023-09-23 04:00:00
868,868,280,28,202,3,2023-09-21 03:00:00,2023-09-21 08:00:00,D-08-04,,2023-09-21 03:00:00
869,869,149,26,223,4,2023-10-29 02:00:00,2023-10-29 03:00:00,A-13-02,,2023-10-29 02:00:00
870,870,58,34,397,6,2023-09-06 04:00:00,2023-09-06 11:00:00,E-18-04,,2023-09-06 04:00:00
871,871,60,28,278,5,2023-06-19 03:00:00,2023-06-19 10:00:00,C-17-04,,2023-06-19 03:00:00
872,872,48,30,348,5,2023-06-19 01:00:00,2023-06-19 05:00:00,A-20-03,,2023-06-19 01:00:00
873,873,114,31,325,8,2023-06-03 04:00:00,2023-06-03 11:00:00,C-12-01,,2023-06-03 04:00:00
874,874,229,28,312,7,2023-12-21 02:00:00,2023-12-21 09:00:00,B-15-05,,2023-12-21 02:00:00
875,875,100,30,391,3,2023-09-14 02:00:00,2023-09-14 05:00:00,A-08-04,,2023-09-14 02:00:00
876,876,204,32,239,3,2023-03-21 04:00:00,2023-03-21 10:00:00,B-15-02,,2023-03-21 04:00:00
877,877,191,33,144,0,2023-01-14 01:00:00,2023-01-14 06:00:00,C-02-03,,2023-01-14 01:00:00
878,878,448,33,405,10,2023-11-11 01:00:00,2023-11-11 06:00:00,C-17-05,,2023-11-11 01:00:00
879,879,412,30,423,12,2023-08-23 04:00:00,2023-08-23 06:00:00,C-11-02,,2023-08-23 04:00:00
880,880,213,29,81,2,2023-03-18 02:00:00,2023-03-18 07:00:00,A-01-05,,2023-03-18 02:00:00
881,881,156,31,221,2,2023-09-28 04:00:00,2023-09-28 11:00:00,C-20-04,,2023-09-28 04:00:00
882,882,478,34,53,0,2023-11-02 01:00:00,2023-11-02 03:00:00,D-16-04,,2023-11-02 01:00:00
883,883,328,30,413,9,2023-05-28 01:00:00,2023-05-28 04:00:00,D-11-04,,2023-05-28 01:00:00
884,884,387,32,198,4,2023-03-22 02:00:00,2023-03-22 04:00:00,E-13-03,,2023-03-22 02:00:00
885,885,252,29,477,0,2023-02-04 01:00:00,2023-02-04 04:00:00,B-14-05,,2023-02-04 01:00:00
886,886,156,29,164,4,2023-09-20 02:00:00,2023-09-20 09:00:00,E-19-03,,2023-09-20 02:00:00
887,887,406,33,377,0,2023-01-04 01:00:00,2023-01-04 06:00:00,D-03-02,,2023-01-04 01:00:00
888,888,326,31,174,3,2023-09-09 01:00:00,2023-09-09 03:00:00,D-11-05,,2023-09-09 01:00:00
889,889,252,34,107,0,2024-01-10 03:00:00,2024-01-10 09:00:00,E-05-05,,2024-01-10 03:00:00
890,890,142,30,356,8,2023-10-15 02:00:00,2023-10-15 06:00:00,A-14-04,,2023-10-15 02:00:00
891,891,186,30,494,7,2023-10-30 04:00:00,2023-10-30 11:00:00,A-19-03,,2023-10-30 04:00:00
892,892,322,27,241,1,2023-12-21 02:00:00,2023-12-21 06:00:00,B-15-02,,2023-12-21 02:00:00
893,893,376,30,133,2,2023-11-04 04:00:00,2023-11-04 11:00:00,D-19-03,,2023-11-04 04:00:00
894,894,30,32,232,1,2023-03-24 04:00:00,2023-03-24 06:00:00,C-02-04,,2023-03-24 04:00:00
895,895,28,29,48,0,2023-06-13 01:00:00,2023-06-13 07:00:00,C-04-03,,2023-06-13 01:00:00
896,896,150,30,313,9,2023-10-02 04:00:00,2023-10-02 08:00:00,D-14-02,,2023-10-02 04:00:00
897,897,393,32,356,8,2023-11-24 03:00:00,2023-11-24 06:00:00,E-11-05,,2023-11-24 03:00:00
898,898,86,27,302,0,2023-11-05 01:00:00,2023-11-05 04:00:00,E-14-04,,2023-11-05 01:00:00
899,899,351,26,90,1,2023-06-14 02:00:00,2023-06-14 03:00:00,A-16-02,,2023-06-14 02:00:00
900,900,297,28,120,3,2023-07-11 03:00:00,2023-07-11 09:00:00,E-03-01,,2023-07-11 03:00:00
901,901,145,28,163,0,2023-07-24 01:00:00,2023-07-24 02:00:00,E-01-02,,2023-07-24 01:00:00
902,902,467,35,282,4,2023-03-31 03:00:00,2023-03-31 08:00:00,E-17-01,,2023-03-31 03:00:00
903,903,426,35,263,0,2023-04-13 03:00:00,2023-04-13 06:00:00,E-04-04,,2023-04-13 03:00:00
904,904,470,31,58,0,2023-03-06 04:00:00,2023-03-06 10:00:00,B-16-04,,2023-03-06 04:00:00
905,905,179,29,336,6,2023-07-04 04:00:00,2023-07-04 11:00:00,B-10-03,,2023-07-04 04:00:00
906,906,456,27,138,0,2023-11-28 02:00:00,2023-11-28 03:00:00,A-02-05,,2023-11-28 02:00:00
907,907,156,31,163,4,2023-01-17 02:00:00,2023-01-17 05:00:00,A-10-03,,2023-01-17 02:00:00
908,908,439,30,207,4,2024-01-14 04:00:00,2024-01-14 11:00:00,A-18-05,,2024-01-14 04:00:00
909,909,108,31,274,3,2023-04-17 01:00:00,2023-04-17 07:00:00,B-13-02,,2023-04-17 01:00:00
910,910,402,32,437,0,2023-03-30 03:00:00,2023-03-30 10:00:00,B-16-04,,2023-03-30 03:00:00
911,911,22,35,290,7,2023-04-16 04:00:00,2023-04-16 07:00:00,C-14-03,,2023-04-16 04:00:00
912,912,466,31,262,6,2023-05-15 02:00:00,2023-05-15 07:00:00,D-03-04,,2023-05-15 02:00:00
913,913,387,32,350,9,2023-02-20 02:00:00,2023-02-20 10:00:00,C-07-02,,2023-02-20 02:00:00
914,914,103,26,96,0,2023-04-10 03:00:00,2023-04-10 09:00:00,E-12-03,,2023-04-10 03:00:00
915,915,434,30,230,5,2023-06-30 02:00:00,2023-06-30 06:00:00,B-11-05,,2023-06-30 02:00:00
916,916,438,34,308,8,2023-10-07 02:00:00,2023-10-07 09:00:00,A-15-05,,2023-10-07 02:00:00
917,917,35,32,320,9,2023-02-27 04:00:00,2023-02-27 05:00:00,C-11-01,,2023-02-27 04:00:00
918,918,367,35,436,12,2023-04-25 01:00:00,2023-04-25 09:00:00,D-15-05,,2023-04-25 01:00:00
919,919,3,29,485,4,2023-03-24 02:00:00,2023-03-24 10:00:00,C-10-01,,2023-03-24 02:00:00
920,920,244,26,275,4,2023-07-10 04:00:00,2023-07-10 09:00:00,A-17-02,,2023-07-10 04:00:00
921,921,491,27,244,6,2023-02-26 02:00:00,2023-02-26 09:00:00,A-14-01,,2023-02-26 02:00:00
922,922,110,26,310,7,2023-09-26 04:00:00,2023-09-26 05:00:00,E-10-05,,2023-09-26 04:00:00
923,923,64,31,303,5,2023-08-29 03:00:00,2023-08-29 05:00:00,B-13-05,,2023-08-29 03:00:00
924,924,185,33,92,1,2024-01-24 01:00:00,2024-01-24 08:00:00,A-11-02,,2024-01-24 01:00:00
925,925,253,28,357,1,2023-03-05 03:00:00,2023-03-05 06:00:00,C-09-04,,2023-03-05 03:00:00
926,926,160,27,112,0,2024-01-08 01:00:00,2024-01-08 06:00:00,C-18-05,,2024-01-08 01:00:00
927,927,209,28,146,0,2023-06-27 01:00:00,2023-06-27 02:00:00,B-03-03,,2023-06-27 01:00:00
928,928,36,35,141,1,2023-09-25 01:00:00,2023-09-25 09:00:00,E-04-04,,2023-09-25 01:00:00
929,929,346,34,274,0,2023-09-12 01:00:00,2023-09-12 07:00:00,B-13-02,,2023-09-12 01:00:00
930,930,338,28,222,6,2023-12-25 01:00:00,2023-12-25 03:00:00,B-05-03,,2023-12-25 01:00:00
931,931,356,32,83,1,2023-11-14 02:00:00,2023-11-14 10:00:00,C-01-03,,2023-11-14 02:00:00
932,932,500,33,112,1,2023-04-16 04:00:00,2023-04-16 08:00:00,B-07-05,,2023-04-16 04:00:00
933,933,430,32,441,9,2023-08-14 01:00:00,2023-08-14 05:00:00,D-18-04,,2023-08-14 01:00:00
934,934,393,35,232,2,2023-10-30 01:00:00,2023-10-30 02:00:00,D-07-01,,2023-10-30 01:00:00
935,935,342,33,311,9,2023-12-19 03:00:00,2023-12-19 09:00:00,D-01-03,,2023-12-19 03:00:00
936,936,76,34,300,7,2023-08-26 01:00:00,2023-08-26 04:00:00,D-16-05,,2023-08-26 01:00:00
937,937,119,32,100,1,2023-12-17 01:00:00,2023-12-17 07:00:00,B-10-05,,2023-12-17 01:00:00
938,938,28,28,141,3,2023-02-06 01:00:00,2023-02-06 06:00:00,B-09-04,,2023-02-06 01:00:00
939,939,310,30,368,9,2023-12-21 01:00:00,2023-12-21 07:00:00,A-16-03,,2023-12-21 01:00:00
940,940,50,34,455,0,2023-02-19 03:00:00,2023-02-19 09:00:00,B-03-02,,2023-02-19 03:00:00
941,941,104,31,308,7,2023-06-27 03:00:00,2023-06-27 05:00:00,A-09-03,,2023-06-27 03:00:00
942,942,278,34,296,1,2023-06-28 01:00:00,2023-06-28 05:00:00,A-09-03,,2023-06-28 01:00:00
943,943,221,32,486,13,2023-03-04 01:00:00,2023-03-04 06:00:00,E-10-01,,2023-03-04 01:00:00
944,944,227,28,335,0,2023-08-30 04:00:00,2023-08-30 06:00:00,C-09-01,,2023-08-30 04:00:00
945,945,441,31,301,8,2023-06-06 01:00:00,2023-06-06 03:00:00,D-02-04,,2023-06-06 01:00:00
946,946,69,28,441,1,2023-06-17 02:00:00,2023-06-17 06:00:00,A-11-02,,2023-06-17 02:00:00
947,947,292,28,293,5,2023-12-18 01:00:00,2023-12-18 02:00:00,D-07-02,,2023-12-18 01:00:00
948,948,438,35,184,4,2023-04-05 02:00:00,2023-04-05 09:00:00,A-17-03,,2023-04-05 02:00:00
949,949,303,32,442,10,2023-08-08 02:00:00,2023-08-08 10:00:00,E-08-01,,2023-08-08 02:00:00
950,950,165,35,115,2,2023-02-04 02:00:00,2023-02-04 07:00:00,C-05-04,,2023-02-04 02:00:00
951,951,188,30,441,7,2023-07-06 03:00:00,2023-07-06 07:00:00,E-04-04,,2023-07-06 03:00:00
952,952,321,28,226,3,2023-07-02 01:00:00,2023-07-02 08:00:00,E-07-03,,2023-07-02 01:00:00
953,953,211,29,176,4,2023-07-01 01:00:00,2023-07-01 05:00:00,B-02-02,,2023-07-01 01:00:00
954,954,332,35,494,10,2023-06-15 04:00:00,2023-06-15 07:00:00,B-09-01,,2023-06-15 04:00:00
955,955,59,29,69,0,2023-06-27 01:00:00,2023-06-27 02:00:00,D-04-03,,2023-06-27 01:00:00
956,956,337,34,186,0,2023-09-01 01:00:00,2023-09-01 07:00:00,C-14-04,,2023-09-01 01:00:00
957,957,357,29,243,3,2023-08-31 02:00:00,2023-08-31 05:00:00,B-13-03,,2023-08-31 02:00:00
958,958,200,30,94,1,2023-06-25 04:00:00,2023-06-25 12:00:00,C-14-01,,2023-06-25 04:00:00
959,959,346,29,135,1,2023-04-20 01:00:00,2023-04-20 02:00:00,D-17-03,,2023-04-20 01:00:00
