shipment_id,order_id,carrier,tracking_number,shipping_cost,weight_kg,ship_date,estimated_date,actual_date,sla_days,is_on_time,created_at
11469,12736,DHL,DHL-730769538,17.42,1.55,2023-04-16 15:20:00,2023-04-19 15:20:00,2023-04-19 05:20:00,3,True,2023-04-16 15:20:00
11470,12737,InPost,InPost-920948305,8.7,13.05,2023-09-20 14:37:00,2023-09-22 14:37:00,2023-09-27 14:37:00,2,False,2023-09-20 14:37:00
11471,12738,DPD,DPD-452147727,10.12,9.292,2023-10-20 22:39:00,2023-10-22 22:39:00,2023-10-22 13:39:00,2,True,2023-10-20 22:39:00
11472,12739,InPost,InPost-668916836,11.85,6.677,2023-10-16 19:39:00,2023-10-18 19:39:00,2023-10-18 08:39:00,2,True,2023-10-16 19:39:00
11473,12740,InPost,InPost-932238057,13.03,1.07,2023-11-12 17:25:00,2023-11-14 17:25:00,2023-11-14 12:25:00,2,True,2023-11-12 17:25:00
11474,12741,UPS,UPS-695550411,19.05,6.272,2023-12-10 17:26:00,2023-12-12 17:26:00,2023-12-12 13:26:00,2,True,2023-12-10 17:26:00
11475,12742,DHL,DHL-386506155,20.3,1.091,2023-01-20 03:33:00,2023-01-22 03:33:00,2023-01-22 02:33:00,2,True,2023-01-20 03:33:00
11476,12743,DHL,DHL-278407757,15.99,1.566,2023-10-18 02:57:00,2023-10-21 02:57:00,2023-10-20 16:57:00,3,True,2023-10-18 02:57:00
11477,12744,DPD,DPD-238683441,12.31,1.94,2023-02-21 00:11:00,2023-02-23 00:11:00,2023-02-22 15:11:00,2,True,2023-02-21 00:11:00
11478,12745,DHL,DHL-593646752,18.67,0.866,2023-01-13 05:29:00,2023-01-16 05:29:00,2023-01-16 02:29:00,3,True,2023-01-13 05:29:00
11479,12747,DHL,DHL-253291847,21.24,5.364,2023-04-04 04:44:00,2023-04-07 04:44:00,2023-04-07 03:44:00,3,True,2023-04-04 04:44:00
11480,12748,UPS,UPS-308651158,18.78,2.42,2023-12-07 14:47:00,2023-12-10 14:47:00,2023-12-10 14:47:00,3,True,2023-12-07 14:47:00
11481,12749,DPD,DPD-401595084,14.92,3.556,2023-11-21 17:55:00,2023-11-24 17:55:00,2023-11-24 05:55:00,3,True,2023-11-21 17:55:00
11482,12750,DPD,DPD-686714286,8.13,3.034,2023-11-27 17:11:00,2023-11-29 17:11:00,2023-11-29 11:11:00,2,True,2023-11-27 17:11:00
11483,12751,DHL,DHL-137630256,23.03,2.131,2023-03-17 01:17:00,2023-03-19 01:17:00,2023-03-19 00:17:00,2,True,2023-03-17 01:17:00
11484,12752,InPost,InPost-389648559,9.51,9.792,2023-09-28 22:07:00,2023-09-30 22:07:00,2023-09-30 12:07:00,2,True,2023-09-28 22:07:00
11485,12753,DPD,DPD-465291861,11.09,2.247,2023-12-27 00:29:00,2023-12-30 00:29:00,2023-12-29 16:29:00,3,True,2023-12-27 00:29:00
11486,12754,UPS,UPS-185534551,30.93,4.928,2023-07-13 03:42:00,2023-07-15 03:42:00,2023-07-15 03:42:00,2,True,2023-07-13 03:42:00
11487,12756,UPS,UPS-585234958,28.68,2.965,2023-11-13 21:42:00,2023-11-16 21:42:00,2023-11-16 15:42:00,3,True,2023-11-13 21:42:00
11488,12757,DHL,DHL-995273918,21.07,2.835,2023-01-06 05:28:00,2023-01-08 05:28:00,2023-01-08 04:28:00,2,True,2023-01-06 05:28:00
11489,12758,DHL,DHL-991335327,14.52,0.875,2023-12-09 20:49:00,2023-12-12 20:49:00,2023-12-12 18:49:00,3,True,2023-12-09 20:49:00
11490,12759,UPS,UPS-107755223,17.23,2.12,2023-07-13 21:26:00,2023-07-15 21:26:00,2023-07-15 14:26:00,2,True,2023-07-13 21:26:00
11491,12760,UPS,UPS-604311711,31.88,5.572,2023-08-02 17:11:00,2023-08-04 17:11:00,2023-08-04 10:11:00,2,True,2023-08-02 17:11:00
11492,12761,DHL,DHL-615009005,19.58,3.616,2023-09-12 17:14:00,2023-09-14 17:14:00,2023-09-14 06:14:00,2,True,2023-09-12 17:14:00
11493,12762,InPost,InPost-705950572,6.5,0.6,2023-01-19 00:22:00,2023-01-21 00:22:00,2023-01-20 16:22:00,2,True,2023-01-19 00:22:00
11494,12763,DPD,DPD-673514398,15.38,7.525,2023-05-12 06:26:00,2023-05-15 06:26:00,2023-05-16 06:26:00,3,False,2023-05-12 06:26:00
11495,12764,InPost,InPost-381929657,6.97,4.708,2023-04-10 22:26:00,2023-04-12 22:26:00,2023-04-14 22:26:00,2,False,2023-04-10 22:26:00
11496,12765,DHL,DHL-244390852,22.62,3.975,2023-12-26 09:46:00,2023-12-29 09:46:00,2024-01-01 09:46:00,3,False,2023-12-26 09:46:00
11497,12766,DPD,DPD-451806691,12.97,9.076,2023-12-26 04:42:00,2023-12-28 04:42:00,2023-12-28 02:42:00,2,True,2023-12-26 04:42:00
11498,12767,DPD,DPD-486371587,10.53,1.404,2023-12-06 22:34:00,2023-12-08 22:34:00,2023-12-08 19:34:00,2,True,2023-12-06 22:34:00
11499,12768,DPD,DPD-659983002,17.12,2.685,2023-05-20 20:58:00,2023-05-22 20:58:00,2023-05-22 14:58:00,2,True,2023-05-20 20:58:00
11500,12769,DHL,DHL-114489929,13.03,5.695,2023-10-26 06:13:00,2023-10-28 06:13:00,2023-10-27 20:13:00,2,True,2023-10-26 06:13:00
11501,12770,DHL,DHL-465205159,12.98,1.165,2023-09-17 22:17:00,2023-09-19 22:17:00,2023-09-19 21:17:00,2,True,2023-09-17 22:17:00
11502,12772,DHL,DHL-200883381,19.27,1.36,2023-11-15 21:36:00,2023-11-18 21:36:00,2023-11-18 21:36:00,3,True,2023-11-15 21:36:00
11503,12773,DHL,DHL-785769089,12.67,3.556,2023-12-03 19:50:00,2023-12-05 19:50:00,2023-12-05 14:50:00,2,True,2023-12-03 19:50:00
11504,12774,DPD,DPD-141512629,16.35,10.973,2023-03-11 23:19:00,2023-03-13 23:19:00,2023-03-13 20:19:00,2,True,2023-03-11 23:19:00
11505,12775,InPost,InPost-503498323,11.16,1.9,2023-07-21 01:41:00,2023-07-23 01:41:00,2023-07-24 01:41:00,2,False,2023-07-21 01:41:00
11506,12776,DHL,DHL-602102045,17.84,3.31,2023-01-03 20:16:00,2023-01-06 20:16:00,2023-01-11 20:16:00,3,False,2023-01-03 20:16:00
11507,12778,DPD,DPD-236073630,14.21,10.795,2023-04-29 02:47:00,2023-05-02 02:47:00,2023-05-01 17:47:00,3,True,2023-04-29 02:47:00
11508,12779,InPost,InPost-201344088,10.83,3.975,2023-02-11 02:14:00,2023-02-13 02:14:00,2023-02-12 18:14:00,2,True,2023-02-11 02:14:00
11509,12780,DPD,DPD-606469627,12.36,3.168,2023-08-02 13:39:00,2023-08-05 13:39:00,2023-08-05 07:39:00,3,True,2023-08-02 13:39:00
11510,12781,InPost,InPost-205188712,9.08,1.664,2023-12-21 22:48:00,2023-12-24 22:48:00,2023-12-24 12:48:00,3,True,2023-12-21 22:48:00
11511,12782,DPD,DPD-498569786,8.45,1.232,2023-08-17 15:26:00,2023-08-19 15:26:00,2023-08-19 12:26:00,2,True,2023-08-17 15:26:00
11512,12783,DPD,DPD-128490342,9.78,2.823,2023-01-13 05:46:00,2023-01-16 05:46:00,2023-01-15 18:46:00,3,True,2023-01-13 05:46:00
11513,12785,InPost,InPost-393858107,6.86,1.836,2023-03-09 17:03:00,2023-03-12 17:03:00,2023-03-12 14:03:00,3,True,2023-03-09 17:03:00
11514,12786,DHL,DHL-239169581,21.54,1.015,2023-04-15 01:09:00,2023-04-17 01:09:00,2023-04-16 23:09:00,2,True,2023-04-15 01:09:00
11515,12787,DPD,DPD-692338731,10.46,0.666,2023-06-26 02:43:00,2023-06-28 02:43:00,2023-06-27 22:43:00,2,True,2023-06-26 02:43:00
11516,12788,DPD,DPD-864492431,16.39,7.54,2023-06-14 02:54:00,2023-06-16 02:54:00,2023-06-15 14:54:00,2,True,2023-06-14 02:54:00
11517,12789,DPD,DPD-258081157,12.4,1.141,2023-04-05 02:54:00,2023-04-07 02:54:00,2023-04-06 17:54:00,2,True,2023-04-05 02:54:00
11518,12791,InPost,InPost-740461323,11.16,19.42,2023-11-06 02:24:00,2023-11-08 02:24:00,2023-11-07 17:24:00,2,True,2023-11-06 02:24:00
11519,12793,InPost,InPost-533093085,8.25,5.788,2023-10-09 00:54:00,2023-10-12 00:54:00,2023-10-11 13:54:00,3,True,2023-10-09 00:54:00
11520,12794,DHL,DHL-156652631,22.48,0.761,2023-01-12 16:25:00,2023-01-15 16:25:00,2023-01-15 09:25:00,3,True,2023-01-12 16:25:00
11521,12795,DPD,DPD-675405229,12.65,9.701,2023-06-13 19:56:00,2023-06-15 19:56:00,2023-06-15 13:56:00,2,True,2023-06-13 19:56:00
11522,12796,DHL,DHL-807241041,22.22,4.28,2023-07-07 20:45:00,2023-07-09 20:45:00,2023-07-09 13:45:00,2,True,2023-07-07 20:45:00
11523,12797,UPS,UPS-525135442,32.44,0.599,2023-12-23 21:05:00,2023-12-26 21:05:00,2023-12-26 21:05:00,3,True,2023-12-23 21:05:00
11524,12798,DPD,DPD-324642141,8.28,1.834,2023-12-14 03:41:00,2023-12-16 03:41:00,2023-12-15 18:41:00,2,True,2023-12-14 03:41:00
11525,12799,DPD,DPD-868090314,10.9,3.725,2023-07-01 16:16:00,2023-07-03 16:16:00,2023-07-03 13:16:00,2,True,2023-07-01 16:16:00
11526,12800,UPS,UPS-293925879,34.04,0.92,2023-12-03 12:05:00,2023-12-06 12:05:00,2023-12-06 05:05:00,3,True,2023-12-03 12:05:00
11527,12801,InPost,InPost-879617717,6.67,1.556,2023-03-16 07:56:00,2023-03-18 07:56:00,2023-03-17 21:56:00,2,True,2023-03-16 07:56:00
11528,12803,InPost,InPost-306894840,9.21,18.395,2023-04-08 19:21:00,2023-04-10 19:21:00,2023-04-10 15:21:00,2,True,2023-04-08 19:21:00
11529,12805,DHL,DHL-348838900,17.62,9.085,2023-12-03 13:30:00,2023-12-05 13:30:00,2023-12-05 07:30:00,2,True,2023-12-03 13:30:00
11530,12806,DPD,DPD-995806435,16.67,3.62,2023-11-12 02:16:00,2023-11-14 02:16:00,2023-11-13 14:16:00,2,True,2023-11-12 02:16:00
11531,12807,DPD,DPD-274805602,17.14,3.093,2023-04-18 20:57:00,2023-04-20 20:57:00,2023-04-20 15:57:00,2,True,2023-04-18 20:57:00
11532,12808,InPost,InPost-942273972,8.23,6.84,2023-05-20 02:59:00,2023-05-23 02:59:00,2023-05-22 18:59:00,3,True,2023-05-20 02:59:00
11533,12809,UPS,UPS-471764654,17.58,4.502,2023-02-18 05:20:00,2023-02-20 05:20:00,2023-02-20 00:20:00,2,True,2023-02-18 05:20:00
11534,12810,DPD,DPD-919961956,17.71,4.095,2023-08-14 06:00:00,2023-08-16 06:00:00,2023-08-16 05:00:00,2,True,2023-08-14 06:00:00
11535,12812,DPD,DPD-133358938,16.18,5.345,2023-04-02 18:12:00,2023-04-05 18:12:00,2023-04-05 13:12:00,3,True,2023-04-02 18:12:00
11536,12813,DPD,DPD-543105635,15.14,7.656,2023-12-25 17:11:00,2023-12-28 17:11:00,2023-12-28 14:11:00,3,True,2023-12-25 17:11:00
11537,12814,InPost,InPost-753936307,12.63,4.928,2023-11-23 02:23:00,2023-11-25 02:23:00,2023-11-24 19:23:00,2,True,2023-11-23 02:23:00
11538,12815,DPD,DPD-817053453,17.83,0.798,2023-02-02 03:43:00,2023-02-04 03:43:00,2023-02-04 03:43:00,2,True,2023-02-02 03:43:00
11539,12816,InPost,InPost-780871747,12.83,3.828,2023-03-13 05:27:00,2023-03-16 05:27:00,2023-03-16 02:27:00,3,True,2023-03-13 05:27:00
11540,12817,InPost,InPost-786985693,7.7,1.397,2023-03-07 04:57:00,2023-03-09 04:57:00,2023-03-09 02:57:00,2,True,2023-03-07 04:57:00
11541,12818,DPD,DPD-531877581,12.32,22.53,2023-06-18 05:54:00,2023-06-21 05:54:00,2023-06-20 19:54:00,3,True,2023-06-18 05:54:00
11542,12819,DHL,DHL-638203203,12.24,0.647,2023-02-13 16:13:00,2023-02-15 16:13:00,2023-02-15 07:13:00,2,True,2023-02-13 16:13:00
11543,12821,DHL,DHL-102789192,16.22,0.982,2023-07-26 15:34:00,2023-07-28 15:34:00,2023-07-28 15:34:00,2,True,2023-07-26 15:34:00
11544,12822,DHL,DHL-658956165,13.54,16.945,2023-09-09 21:21:00,2023-09-11 21:21:00,2023-09-11 13:21:00,2,True,2023-09-09 21:21:00
11545,12823,DHL,DHL-330115001,21.47,0.741,2023-04-06 00:54:00,2023-04-08 00:54:00,2023-04-07 18:54:00,2,True,2023-04-06 00:54:00
11546,12824,DHL,DHL-987661539,15.5,1.575,2023-11-17 07:57:00,2023-11-20 07:57:00,2023-11-20 04:57:00,3,True,2023-11-17 07:57:00
11547,12825,InPost,InPost-972820278,10.65,11.284,2023-06-25 14:48:00,2023-06-27 14:48:00,2023-06-27 09:48:00,2,True,2023-06-25 14:48:00
11548,12827,DHL,DHL-596621101,12.91,3.123,2023-03-08 03:47:00,2023-03-10 03:47:00,2023-03-10 03:47:00,2,True,2023-03-08 03:47:00
11549,12828,InPost,InPost-686410066,9.19,3.762,2023-11-28 17:06:00,2023-12-01 17:06:00,2023-12-01 14:06:00,3,True,2023-11-28 17:06:00
11550,12829,DPD,DPD-859844418,16.78,17.955,2023-01-27 00:54:00,2023-01-29 00:54:00,2023-02-03 00:54:00,2,False,2023-01-27 00:54:00
11551,12830,InPost,InPost-190071129,9.83,1.486,2023-08-15 22:48:00,2023-08-18 22:48:00,2023-08-18 22:48:00,3,True,2023-08-15 22:48:00
11552,12831,DPD,DPD-366812739,17.57,1.933,2023-08-15 02:29:00,2023-08-18 02:29:00,2023-08-17 15:29:00,3,True,2023-08-15 02:29:00
11553,12832,UPS,UPS-305846924,15.62,2.247,2023-03-17 06:04:00,2023-03-19 06:04:00,2023-03-18 23:04:00,2,True,2023-03-17 06:04:00
11554,12833,DHL,DHL-694839057,15.01,9.84,2023-11-16 22:40:00,2023-11-18 22:40:00,2023-11-18 18:40:00,2,True,2023-11-16 22:40:00
11555,12834,InPost,InPost-168364843,6.09,6.634,2023-05-23 17:35:00,2023-05-25 17:35:00,2023-05-25 07:35:00,2,True,2023-05-23 17:35:00
11556,12835,UPS,UPS-233373349,21.22,3.617,2023-03-12 00:46:00,2023-03-14 00:46:00,2023-03-14 00:46:00,2,True,2023-03-12 00:46:00
11557,12836,DHL,DHL-194336616,23.33,13.965,2023-12-06 01:48:00,2023-12-09 01:48:00,2023-12-08 13:48:00,3,True,2023-12-06 01:48:00
11558,12837,DPD,DPD-881004319,12.78,5.176,2023-09-02 03:15:00,2023-09-04 03:15:00,2023-09-03 15:15:00,2,True,2023-09-02 03:15:00
11559,12838,DHL,DHL-418852400,21.18,3.448,2023-01-20 07:07:00,2023-01-22 07:07:00,2023-01-22 07:07:00,2,True,2023-01-20 07:07:00
11560,12839,DHL,DHL-222618891,23.74,4.252,2023-07-05 15:28:00,2023-07-08 15:28:00,2023-07-08 04:28:00,3,True,2023-07-05 15:28:00
11561,12840,InPost,InPost-731481471,12.3,0.785,2023-12-24 21:36:00,2023-12-26 21:36:00,2023-12-26 21:36:00,2,True,2023-12-24 21:36:00
11562,12841,UPS,UPS-554859634,24.65,0.612,2023-02-24 00:15:00,2023-02-27 00:15:00,2023-02-26 21:15:00,3,True,2023-02-24 00:15:00
11563,12842,UPS,UPS-846500491,23.18,1.106,2023-12-12 01:59:00,2023-12-14 01:59:00,2023-12-13 22:59:00,2,True,2023-12-12 01:59:00
11564,12843,InPost,InPost-729209929,13.32,1.141,2023-04-14 06:14:00,2023-04-16 06:14:00,2023-04-15 23:14:00,2,True,2023-04-14 06:14:00
11565,12844,InPost,InPost-120911441,11.83,2.058,2023-09-22 00:39:00,2023-09-25 00:39:00,2023-09-24 20:39:00,3,True,2023-09-22 00:39:00
11566,12845,InPost,InPost-306998500,10.77,2.024,2023-05-07 04:49:00,2023-05-10 04:49:00,2023-05-09 16:49:00,3,True,2023-05-07 04:49:00
11567,12846,DHL,DHL-657317177,13.92,12.63,2023-03-01 19:54:00,2023-03-03 19:54:00,2023-03-03 07:54:00,2,True,2023-03-01 19:54:00
11568,12848,InPost,InPost-542685904,6.89,2.316,2023-03-07 17:36:00,2023-03-10 17:36:00,2023-03-10 10:36:00,3,True,2023-03-07 17:36:00
11569,12850,DHL,DHL-305372678,16.57,3.134,2023-12-18 22:29:00,2023-12-20 22:29:00,2023-12-20 10:29:00,2,True,2023-12-18 22:29:00
11570,12851,DPD,DPD-743466286,8.03,2.252,2023-07-17 17:01:00,2023-07-19 17:01:00,2023-07-24 17:01:00,2,False,2023-07-17 17:01:00
11571,12852,InPost,InPost-119968448,13.58,1.868,2023-07-01 17:35:00,2023-07-04 17:35:00,2023-07-04 09:35:00,3,True,2023-07-01 17:35:00
11572,12853,InPost,InPost-696918704,7.37,1.72,2023-11-16 06:12:00,2023-11-18 06:12:00,2023-11-17 22:12:00,2,True,2023-11-16 06:12:00
11573,12855,UPS,UPS-358871865,25.77,6.164,2023-07-16 19:11:00,2023-07-18 19:11:00,2023-07-18 17:11:00,2,True,2023-07-16 19:11:00
11574,12856,InPost,InPost-627217240,13.63,17.124,2023-07-09 01:35:00,2023-07-11 01:35:00,2023-07-10 15:35:00,2,True,2023-07-09 01:35:00
11575,12857,UPS,UPS-797831865,21.37,0.809,2023-12-25 01:35:00,2023-12-28 01:35:00,2023-12-27 23:35:00,3,True,2023-12-25 01:35:00
11576,12858,InPost,InPost-354184704,7.62,3.885,2023-06-25 00:15:00,2023-06-28 00:15:00,2023-06-27 18:15:00,3,True,2023-06-25 00:15:00
11577,12859,DPD,DPD-186012553,11.36,2.25,2023-09-17 07:00:00,2023-09-20 07:00:00,2023-09-19 20:00:00,3,True,2023-09-17 07:00:00
11578,12860,InPost,InPost-644216740,9.85,1.938,2023-07-24 07:29:00,2023-07-26 07:29:00,2023-07-25 22:29:00,2,True,2023-07-24 07:29:00
11579,12861,DPD,DPD-335474719,9.41,6.164,2023-08-25 14:15:00,2023-08-27 14:15:00,2023-08-27 03:15:00,2,True,2023-08-25 14:15:00
11580,12862,DHL,DHL-214330754,14.06,10.436,2023-09-21 08:38:00,2023-09-23 08:38:00,2023-09-22 21:38:00,2,True,2023-09-21 08:38:00
11581,12863,DHL,DHL-492833236,20.93,8.684,2023-11-06 21:58:00,2023-11-08 21:58:00,2023-11-08 15:58:00,2,True,2023-11-06 21:58:00
11582,12864,DPD,DPD-510072046,15.36,6.396,2023-06-28 23:18:00,2023-07-01 23:18:00,2023-07-01 11:18:00,3,True,2023-06-28 23:18:00
11583,12865,InPost,InPost-152619957,12.57,8.684,2023-12-04 22:02:00,2023-12-07 22:02:00,2023-12-07 19:02:00,3,True,2023-12-04 22:02:00
11584,12866,InPost,InPost-173873360,12.85,5.153,2023-04-24 03:13:00,2023-04-27 03:13:00,2023-04-26 18:13:00,3,True,2023-04-24 03:13:00
11585,12868,DHL,DHL-909027290,12.87,2.792,2023-06-07 23:53:00,2023-06-10 23:53:00,2023-06-10 17:53:00,3,True,2023-06-07 23:53:00
11586,12869,DHL,DHL-879747606,16.21,9.292,2023-06-21 01:53:00,2023-06-24 01:53:00,2023-06-23 20:53:00,3,True,2023-06-21 01:53:00
11587,12872,DPD,DPD-768899943,16.27,0.768,2023-04-20 22:48:00,2023-04-23 22:48:00,2023-04-23 21:48:00,3,True,2023-04-20 22:48:00
11588,12873,DPD,DPD-947348784,8.71,13.17,2023-11-14 03:55:00,2023-11-16 03:55:00,2023-11-19 03:55:00,2,False,2023-11-14 03:55:00
11589,12874,DHL,DHL-163770176,17.11,8.096,2023-05-15 04:16:00,2023-05-18 04:16:00,2023-05-17 21:16:00,3,True,2023-05-15 04:16:00
11590,12875,DPD,DPD-809597486,11.95,1.118,2023-10-16 23:13:00,2023-10-19 23:13:00,2023-10-19 17:13:00,3,True,2023-10-16 23:13:00
11591,12876,DHL,DHL-340991598,23.84,0.815,2023-01-06 05:01:00,2023-01-08 05:01:00,2023-01-07 22:01:00,2,True,2023-01-06 05:01:00
11592,12877,DHL,DHL-211076866,22.72,0.73,2023-08-12 12:42:00,2023-08-15 12:42:00,2023-08-15 06:42:00,3,True,2023-08-12 12:42:00
11593,12879,InPost,InPost-497808187,7.26,21.94,2023-02-15 16:46:00,2023-02-18 16:46:00,2023-02-18 13:46:00,3,True,2023-02-15 16:46:00
11594,12880,DPD,DPD-303929999,14.78,5.462,2023-03-02 23:34:00,2023-03-04 23:34:00,2023-03-04 13:34:00,2,True,2023-03-02 23:34:00
11595,12881,UPS,UPS-336822829,29.01,1.236,2023-02-14 04:50:00,2023-02-17 04:50:00,2023-02-16 19:50:00,3,True,2023-02-14 04:50:00
11596,12882,DPD,DPD-324026460,9.29,0.912,2023-05-09 20:55:00,2023-05-11 20:55:00,2023-05-11 19:55:00,2,True,2023-05-09 20:55:00
11597,12884,DHL,DHL-198688696,16.57,1.566,2023-05-05 18:09:00,2023-05-08 18:09:00,2023-05-08 06:09:00,3,True,2023-05-05 18:09:00
11598,12885,DPD,DPD-988935017,10.53,4.904,2023-12-09 21:41:00,2023-12-12 21:41:00,2023-12-12 19:41:00,3,True,2023-12-09 21:41:00
11599,12886,UPS,UPS-383787552,19.22,1.85,2023-11-04 03:00:00,2023-11-06 03:00:00,2023-11-05 16:00:00,2,True,2023-11-04 03:00:00
11600,12888,DHL,DHL-904950978,17.36,1.987,2023-12-16 21:29:00,2023-12-19 21:29:00,2023-12-19 09:29:00,3,True,2023-12-16 21:29:00
11601,12889,DPD,DPD-564163041,16.99,1.256,2023-10-18 16:22:00,2023-10-20 16:22:00,2023-10-22 16:22:00,2,False,2023-10-18 16:22:00
11602,12890,DHL,DHL-883840808,24.75,1.441,2023-12-24 20:13:00,2023-12-26 20:13:00,2023-12-26 16:13:00,2,True,2023-12-24 20:13:00
11603,12891,DPD,DPD-968549966,13.09,8.579,2023-05-02 09:46:00,2023-05-05 09:46:00,2023-05-05 00:46:00,3,True,2023-05-02 09:46:00
11604,12892,DPD,DPD-824255999,15.37,10.72,2023-01-26 22:38:00,2023-01-28 22:38:00,2023-01-29 22:38:00,2,False,2023-01-26 22:38:00
11605,12893,DHL,DHL-564819245,20.78,1.127,2023-03-10 03:51:00,2023-03-13 03:51:00,2023-03-13 02:51:00,3,True,2023-03-10 03:51:00
11606,12894,DHL,DHL-971534739,23.28,1.796,2023-09-11 15:13:00,2023-09-13 15:13:00,2023-09-13 07:13:00,2,True,2023-09-11 15:13:00
11607,12895,DHL,DHL-265746904,20.56,14.464,2023-12-13 15:15:00,2023-12-15 15:15:00,2023-12-15 05:15:00,2,True,2023-12-13 15:15:00
11608,12896,InPost,InPost-196784525,8.07,0.993,2023-11-24 10:16:00,2023-11-26 10:16:00,2023-11-25 22:16:00,2,True,2023-11-24 10:16:00
11609,12897,InPost,InPost-512493573,11.67,3.834,2023-02-26 02:41:00,2023-03-01 02:41:00,2023-02-28 18:41:00,3,True,2023-02-26 02:41:00
11610,12898,InPost,InPost-538026008,7.08,3.1,2023-11-07 07:34:00,2023-11-09 07:34:00,2023-11-09 01:34:00,2,True,2023-11-07 07:34:00
11611,12899,InPost,InPost-287461313,12.46,1.607,2023-04-21 23:56:00,2023-04-23 23:56:00,2023-04-26 23:56:00,2,False,2023-04-21 23:56:00
11612,12900,UPS,UPS-779507290,26.86,2.252,2023-11-17 02:40:00,2023-11-20 02:40:00,2023-11-19 20:40:00,3,True,2023-11-17 02:40:00
11613,12901,DPD,DPD-874013378,15.89,2.715,2023-03-22 22:30:00,2023-03-25 22:30:00,2023-03-27 22:30:00,3,False,2023-03-22 22:30:00
11614,12902,InPost,InPost-923445836,6.87,14.245,2023-07-05 19:34:00,2023-07-07 19:34:00,2023-07-07 14:34:00,2,True,2023-07-05 19:34:00
11615,12903,InPost,InPost-655625669,8.01,1.952,2023-12-23 15:42:00,2023-12-25 15:42:00,2023-12-25 03:42:00,2,True,2023-12-23 15:42:00
11616,12904,DHL,DHL-919610537,12.98,6.31,2023-11-25 14:08:00,2023-11-28 14:08:00,2023-11-28 04:08:00,3,True,2023-11-25 14:08:00
11617,12905,InPost,InPost-434829687,12.79,1.955,2023-11-08 09:26:00,2023-11-11 09:26:00,2023-11-11 05:26:00,3,True,2023-11-08 09:26:00
11618,12906,DHL,DHL-449500249,13.21,4.095,2023-12-27 06:05:00,2023-12-30 06:05:00,2023-12-30 03:05:00,3,True,2023-12-27 06:05:00
11619,12907,DHL,DHL-448320440,17.01,1.14,2023-01-17 16:24:00,2023-01-20 16:24:00,2023-01-20 08:24:00,3,True,2023-01-17 16:24:00
11620,12908,DPD,DPD-952600654,16.4,1.408,2023-02-02 17:55:00,2023-02-04 17:55:00,2023-02-04 10:55:00,2,True,2023-02-02 17:55:00
11621,12909,DHL,DHL-761139427,13.47,3.323,2023-09-24 18:05:00,2023-09-26 18:05:00,2023-09-27 18:05:00,2,False,2023-09-24 18:05:00
11622,12910,DHL,DHL-563130698,22.13,1.238,2023-05-08 00:43:00,2023-05-10 00:43:00,2023-05-09 23:43:00,2,True,2023-05-08 00:43:00
11623,12911,DPD,DPD-487759691,9.78,3.22,2023-05-08 05:55:00,2023-05-11 05:55:00,2023-05-10 23:55:00,3,True,2023-05-08 05:55:00
11624,12912,DHL,DHL-966360066,15.43,2.284,2023-01-04 16:20:00,2023-01-07 16:20:00,2023-01-07 08:20:00,3,True,2023-01-04 16:20:00
11625,12913,DHL,DHL-135505693,14.36,23.315,2023-01-12 18:47:00,2023-01-14 18:47:00,2023-01-14 13:47:00,2,True,2023-01-12 18:47:00
11626,12914,UPS,UPS-190504505,16.23,1.164,2023-10-15 21:02:00,2023-10-18 21:02:00,2023-10-18 15:02:00,3,True,2023-10-15 21:02:00
11627,12915,DPD,DPD-684522355,13.48,6.31,2023-09-20 20:31:00,2023-09-22 20:31:00,2023-09-22 16:31:00,2,True,2023-09-20 20:31:00
11628,12916,UPS,UPS-197768997,16.92,1.312,2023-11-28 00:31:00,2023-12-01 00:31:00,2023-11-30 17:31:00,3,True,2023-11-28 00:31:00
11629,12917,DPD,DPD-718092041,14.41,2.882,2023-12-09 20:31:00,2023-12-11 20:31:00,2023-12-11 17:31:00,2,True,2023-12-09 20:31:00
11630,12918,DPD,DPD-745163220,8.48,2.604,2023-12-18 14:27:00,2023-12-21 14:27:00,2023-12-21 07:27:00,3,True,2023-12-18 14:27:00
11631,12919,InPost,InPost-151723020,9.18,7.142,2023-08-10 01:30:00,2023-08-12 01:30:00,2023-08-11 14:30:00,2,True,2023-08-10 01:30:00
11632,12920,DPD,DPD-418405804,15.01,2.97,2023-12-02 22:39:00,2023-12-04 22:39:00,2023-12-04 19:39:00,2,True,2023-12-02 22:39:00
11633,12921,DHL,DHL-355775763,14.99,2.016,2023-03-04 02:56:00,2023-03-07 02:56:00,2023-03-06 20:56:00,3,True,2023-03-04 02:56:00
11634,12922,DPD,DPD-824634898,8.08,0.824,2023-02-10 20:28:00,2023-02-12 20:28:00,2023-02-12 16:28:00,2,True,2023-02-10 20:28:00
11635,12923,DPD,DPD-492786359,16.63,0.647,2023-03-06 02:46:00,2023-03-09 02:46:00,2023-03-08 20:46:00,3,True,2023-03-06 02:46:00
11636,12924,DPD,DPD-514208506,13.99,2.387,2023-05-12 03:24:00,2023-05-14 03:24:00,2023-05-17 03:24:00,2,False,2023-05-12 03:24:00
11637,12925,DHL,DHL-347646763,17.46,2.65,2023-12-06 22:43:00,2023-12-08 22:43:00,2023-12-08 14:43:00,2,True,2023-12-06 22:43:00
